total_distance,average_distance_per_step,num_users_covered,average_coverage_per_step,total_time,total_rewards,average_reward_per_step
4547.796758621931,4.5477967586219314,20,0.02,1000,-368404.61914306134,-368.4046191430613
5336.962890148163,5.336962890148163,20,0.02,1000,-260412.30561445316,-260.41230561445315
5336.762481689453,5.336762481689453,20,0.02,1000,-149833.3524905777,-149.8333524905777
5219.978139162064,5.219978139162063,19,0.019,1000,-305257.6752169838,-305.2576752169838
5312.739870071411,5.312739870071411,20,0.02,1000,-193654.46539356138,-193.65446539356137
5246.721438169479,5.246721438169479,20,0.02,1000,-258750.42770696347,-258.7504277069635
5697.119051218033,5.697119051218033,20,0.02,1000,-146030.74323147544,-146.03074323147544
4425.365741074085,4.425365741074085,20,0.02,1000,-392279.51471379853,-392.2795147137985
4277.873565673828,4.277873565673828,18,0.018,1000,-381770.5435697141,-381.7705435697141
4867.340219974518,4.867340219974518,19,0.019,1000,-293049.60858596314,-293.04960858596314
