Total Reward,Epsilon,Average Loss,Training Time
-46771.13353751349,0.1,293.48901797563605,7.883517026901245
-59841.98100037849,0.1,453.6725289916992,7.933075904846191
-56478.84168904275,0.1,460.15596315002443,8.434086322784424
-42827.82328727396,0.1,400.2724747314453,8.552464008331299
-58956.04659791206,0.1,563.0426174163819,8.972517251968384
-68697.21378595773,0.1,560.6896165771484,8.889267921447754
-52393.78253057165,0.1,541.2602366790771,8.9826979637146
-47724.80296572975,0.1,519.3963140411377,9.033738851547241
-37787.06960113025,0.1,514.9500438842773,8.951703071594238
-51671.84201658453,0.1,736.0854977722167,9.190376996994019
-38667.28461170223,0.1,678.8580037536622,9.097723007202148
-53942.95057335786,0.1,922.9651273803711,9.0939359664917
-47615.524810930096,0.1,828.643361328125,9.039079904556274
-40271.407933595256,0.1,796.9247701416016,9.127551794052124
-35381.31738422514,0.1,754.4450467224121,8.84810495376587
-44014.23607237204,0.1,870.461138244629,8.892251968383789
-51573.48063978093,0.1,779.8946072998046,9.468379735946655
-59267.162465118316,0.1,791.6260040588379,9.397808074951172
-49612.67194259871,0.1,755.325506225586,9.152175188064575
-36858.08370227325,0.1,775.3245910949707,9.57306694984436
-41190.44846762713,0.1,722.1233591613769,10.447890281677246
-52166.446818674776,0.1,830.4994573364257,8.871191024780273
-70403.48810516598,0.1,806.8143276367188,8.204859018325806
-71687.9896286587,0.1,834.9919430236816,8.393163204193115
-90109.50077757728,0.1,924.171030456543,8.3707857131958
-106949.04389537298,0.1,1073.2724501342773,8.471227169036865
-84220.56432868559,0.1,1154.8838491821289,8.48623514175415
-157966.85353383952,0.1,1386.5433247680664,8.5437331199646
-151902.29402554536,0.1,1746.4800244140624,8.505381107330322
-190872.9422230821,0.1,2105.7208267822266,8.495861053466797
-190057.16245140243,0.1,2381.7517751464843,8.415961027145386
-197214.49280956434,0.1,4032.7256700439452,8.592549800872803
-242726.73554209794,0.1,3871.7368607177737,8.698373794555664
-146370.9925439196,0.1,4216.252604736328,9.003387212753296
-113636.02876425267,0.1,4166.188554321289,11.424595832824707
-115418.32398978816,0.1,3991.229853759766,9.610780954360962
-138035.1477451436,0.1,4216.1075295410155,9.155294179916382
-128483.62642768906,0.1,4250.840322143555,8.957348108291626
-96774.03282517195,0.1,4058.9861064453125,8.194369077682495
-77808.3564343001,0.1,3760.6526435546875,7.843080759048462
-145720.86638165917,0.1,3617.141686645508,7.7654290199279785
-152806.5878131013,0.1,5686.923666748047,7.617166042327881
-150681.5694148648,0.1,4843.2704486083985,7.597269058227539
-131011.0857201805,0.1,4416.9479814453125,7.806097030639648
-198168.27342233932,0.1,4658.43306665039,7.9321489334106445
-168613.4060112654,0.1,4632.159770019532,7.78658390045166
-128066.71409134628,0.1,4629.611687744141,7.829674959182739
-139466.69483869083,0.1,4482.576827880859,8.315939903259277
-111917.57974337641,0.1,4580.610477661133,8.021623134613037
-93741.26319666544,0.1,4557.760711425782,8.114261150360107
-103020.086998724,0.1,4505.654489379883,8.033101081848145
-131398.80401690194,0.1,6451.026940185547,7.744892120361328
