Total Reward,Epsilon,Average Loss,Training Time
-96390.73974331145,0.1,17333.779204018094,8.494601249694824
-50853.122205011096,0.1,10541.106369628906,9.122381448745728
-72595.7431266665,0.1,7949.73957397461,8.690378427505493
-41529.454876677024,0.1,6933.5045,8.83570671081543
-54691.08565856887,0.1,6026.42038647461,8.87529182434082
-59184.242892626295,0.1,4465.89357836914,8.621695280075073
-58241.47389089219,0.1,3676.511274536133,8.468111515045166
-76971.69601589938,0.1,4249.9901008300785,8.349910497665405
-76219.2414883051,0.1,4427.449939697266,8.410889625549316
-66971.73371626716,0.1,5087.38629296875,8.2681405544281
-47926.00571199381,0.1,4921.980289550781,8.153943061828613
-42744.00728651047,0.1,5000.355984375,8.739901065826416
-43538.03213758766,0.1,3362.759254394531,8.601269721984863
-61403.33719981513,0.1,2647.6520767822267,8.187849044799805
-73797.11242047067,0.1,2470.054522338867,8.691157817840576
-69445.94296502281,0.1,3227.1673955688475,8.194790840148926
-86204.42736937388,0.1,4351.370397949218,7.725951671600342
-93364.11325701799,0.1,5500.671662109375,7.655733346939087
-80030.36139597745,0.1,6553.999829101563,7.75547981262207
-49969.302895544264,0.1,6048.684499755859,7.737687110900879
-38950.82018669194,0.1,4329.18376940918,7.75198221206665
-42319.317087753865,0.1,4413.539338623047,7.658727169036865
-39583.041405636744,0.1,2662.140162658691,7.650251626968384
-43961.462249818,0.1,1378.3355716247559,7.630796670913696
-40519.80642798688,0.1,851.9933437194824,7.72606635093689
-54286.938472828886,0.1,833.3523664855957,7.661222696304321
-58268.43572883161,0.1,929.0401524047852,7.701610565185547
-40973.270630209016,0.1,977.2734254760742,7.735029220581055
-37589.320982627345,0.1,777.5776313476563,7.641290187835693
-43020.64490465266,0.1,1509.9334131469727,7.663712501525879
-42548.81192894446,0.1,1164.9333754272461,7.762953281402588
-29959.94383347024,0.1,1068.59521585083,8.368866205215454
-31578.167772791738,0.1,759.2432119140625,8.449145078659058
-38563.879977633114,0.1,701.9318623352051,8.292189598083496
-32321.95369262058,0.1,633.4556813812255,8.365849494934082
-34906.79314362318,0.1,427.95163528442384,8.353895425796509
-46405.48926990035,0.1,495.88184866333006,8.369863271713257
-38933.292575529784,0.1,537.2628251037597,8.338951110839844
-32813.238420783586,0.1,349.7414833831787,10.498286247253418
-29991.784436701,0.1,234.1177721862793,10.048112630844116
-29639.353551588578,0.1,196.6494602661133,9.278957605361938
-28504.604495748044,0.1,345.3537644729614,8.164414167404175
-35221.626943984185,0.1,282.1305855178833,7.999839544296265
-33523.674781448404,0.1,237.45825218963623,7.945980548858643
-33281.00658852471,0.1,223.11912602233886,7.866949081420898
-33850.96657580218,0.1,223.9745682067871,7.866184949874878
-36136.55490477702,0.1,205.11803959655762,7.925037384033203
-34876.25721128402,0.1,192.0180726776123,7.89177131652832
-32648.983606540794,0.1,150.6809649772644,7.937994003295898
-33238.384000131584,0.1,142.26805683135987,7.972902059555054
