Total Reward,Epsilon,Average Loss,Training Time
-88883.92403932633,0.1,614.214481229456,8.520068883895874
-102519.88923150732,0.1,1537.0923958740234,8.65984296798706
-68290.2659509907,0.1,1220.700665649414,8.6718111038208
-74265.06160419229,0.1,1393.7123664550782,8.71170449256897
-69406.67589571119,0.1,1230.5062257690429,8.770546674728394
-64917.860621042804,0.1,1138.0241419067384,8.851330518722534
-54025.09742225985,0.1,1286.4805932617187,8.755586385726929
-81976.06444933046,0.1,1337.417651916504,8.83836579322815
-68975.06953348043,0.1,1195.9899997558593,8.63590669631958
-66268.83166074031,0.1,978.1571826477051,8.48132038116455
-94696.79556941353,0.1,1020.8356363220215,8.535176277160645
-128366.84578133962,0.1,1907.0772368164062,8.71070647239685
-78046.70726484207,0.1,1734.966274597168,8.523208379745483
-115020.69630255693,0.1,1667.868676208496,8.456387042999268
-113540.6036903626,0.1,1789.6053526611329,8.500270128250122
-279854.83742190356,0.1,2653.252659423828,8.481319904327393
-91554.5542959834,0.1,2838.425591796875,8.46835470199585
-71979.37862280992,0.1,2621.378541809082,8.51622724533081
-62984.5628567623,0.1,2393.5164127807616,8.450402736663818
-64365.50696158757,0.1,2234.9669775390626,8.564099073410034
-62953.47782869679,0.1,1695.4593209228515,8.497277736663818
-90617.84868189484,0.1,1508.8963787231446,8.917155027389526
-104284.68645938365,0.1,1370.5944099121093,8.956050634384155
-124140.46804489032,0.1,1620.273251953125,8.917154550552368
-131160.9082668511,0.1,1671.3603095092774,8.507622003555298
-136123.76567870358,0.1,1939.6408912353515,8.795480489730835
-101978.29473551478,0.1,2082.0720982666016,8.880253553390503
-132554.4043009543,0.1,2199.7777525634765,8.870280504226685
-127154.66816737686,0.1,2285.7711912841796,8.738631963729858
-73207.45683149564,0.1,2196.4065709228516,8.71768832206726
-83283.76021882605,0.1,1919.4471525268555,8.662834644317627
-81759.13809745615,0.1,2817.2288950805664,9.302126407623291
-61512.306530145856,0.1,2147.177669799805,9.336034536361694
-79327.8178953087,0.1,1584.4855084228516,9.39687180519104
-127429.33336241236,0.1,1655.2217713623047,9.39288330078125
-163549.32603285837,0.1,2061.0928518066407,8.990957260131836
-150792.66742829583,0.1,2417.599908996582,8.69375205039978
-129612.69437213255,0.1,2663.8862978515626,9.403854370117188
-120145.76906423547,0.1,2778.6579766845703,9.24128794670105
-122572.45039931887,0.1,2760.7520256347657,8.854322910308838
-132488.61962974962,0.1,2674.9781291503905,8.663832187652588
-107222.83090590057,0.1,3751.6995759277343,8.864295721054077
-129953.0544794215,0.1,3091.011131958008,8.966024160385132
-80572.15423198722,0.1,2827.0587666015626,8.888232469558716
-75409.71967869299,0.1,2437.1065825195315,8.97200870513916
-83571.71338811555,0.1,2140.0418235473635,9.062764883041382
-58041.778890391375,0.1,1874.3759498901368,9.25325632095337
-65829.50008246196,0.1,1577.8091584472656,9.312098264694214
-62080.809362621214,0.1,1334.332887878418,9.420809268951416
-59720.69540948505,0.1,1202.3135912475586,9.32506537437439
