total_distance,average_distance_per_step,num_users_covered,average_coverage_per_step,total_time,total_rewards,average_reward_per_step
514.0994225144386,0.5140994225144386,20,0.02,1000,-4795563.943222737,-4795.563943222737
875.6846786737442,0.8756846786737442,17,0.017,1000,-4128031.287637866,-4128.031287637866
1218.665195465088,1.2186651954650878,18,0.018,1000,-3311500.502824891,-3311.500502824891
864.0868587195873,0.8640868587195873,18,0.018,1000,-3920779.650600697,-3920.779650600697
1224.1049728244543,1.2241049728244544,17,0.017,1000,-3711765.2284284765,-3711.7652284284763
894.2670414820313,0.8942670414820314,17,0.017,1000,-3528386.571865941,-3528.386571865941
897.2986952066422,0.8972986952066422,17,0.017,1000,-4152197.172653007,-4152.197172653006
1064.388001024723,1.064388001024723,19,0.019,1000,-3801608.0029831184,-3801.6080029831182
1077.6474842727184,1.0776474842727184,17,0.017,1000,-3128195.537069188,-3128.195537069188
965.9894408881664,0.9659894408881664,18,0.018,1000,-4016565.609647686,-4016.565609647686
