Total Reward,Epsilon,Average Loss,Training Time
-48003.30184457386,0.1,238.67024712277274,8.37238097190857
-197565.1449277523,0.1,1528.4880836486816,8.898205518722534
-186305.2814981066,0.1,2707.660068786621,8.57307481765747
-142368.88471814818,0.1,2907.908647521973,9.57040786743164
-83904.20931343093,0.1,2529.7842108154296,9.158509016036987
-71182.89882811828,0.1,2308.9559147949217,9.448733806610107
-107864.1440602111,0.1,2166.4643905029297,8.591026782989502
-75131.11320664274,0.1,1701.1997905273438,8.529192447662354
-69455.02427966922,0.1,1222.2638033752442,8.570082426071167
-58542.969300313474,0.1,1003.7246665039063,8.315763235092163
-43421.92725555587,0.1,870.962258972168,8.350669622421265
-50083.41627865281,0.1,1220.2028392944335,8.03750729560852
-46588.439041294245,0.1,697.0301490478515,8.094355344772339
-51262.21116883519,0.1,533.4125576171875,8.486307144165039
-69167.95116929813,0.1,488.62840533447263,9.18344235420227
-59761.64390404061,0.1,564.234828704834,8.598008155822754
-67496.91606032792,0.1,637.8825865783691,8.402530908584595
-47415.10226165776,0.1,602.3865773620605,8.358649253845215
-56196.50641866139,0.1,579.9172370300292,8.428460597991943
-47094.92879261598,0.1,527.4165917816163,8.269885778427124
-55211.34974906003,0.1,466.48880714416504,8.387570858001709
-56524.49131104232,0.1,639.0992221679687,8.252931118011475
-41510.291520104656,0.1,512.3935176086426,8.355656147003174
-54894.28081623991,0.1,669.4461166687012,8.39455246925354
-79544.41525895215,0.1,693.3886520385743,8.41649341583252
-82767.94338796167,0.1,829.3623879394531,8.302797794342041
-94916.30227545463,0.1,945.5572595825196,8.466360569000244
-111079.60140466643,0.1,1131.868356323242,8.364632368087769
-157714.70542157453,0.1,1705.0583863525392,8.1861093044281
-163579.2994541442,0.1,2147.064599975586,8.133251190185547
-126666.05010801733,0.1,2478.460614868164,8.300803184509277
-176912.78236311866,0.1,4872.42025024414,8.170152425765991
-200638.87979165785,0.1,4266.787412109375,8.248941898345947
-121848.05462078111,0.1,4241.278211791992,8.396547317504883
-146314.50801770008,0.1,3790.763326660156,8.105325937271118
-145631.98466531458,0.1,3396.689497192383,8.11729383468628
-103739.79551425946,0.1,3202.62305859375,8.991955518722534
-132569.46719125917,0.1,2975.4921971435547,8.828391790390015
-170160.30141459565,0.1,2806.828665161133,9.028856039047241
-175963.37459571546,0.1,3001.848130859375,8.921144247055054
-189667.11359042584,0.1,3259.3084597167967,8.360642433166504
-158796.77080709406,0.1,5551.024761352539,8.333715200424194
-116843.58137023741,0.1,4549.084743530273,8.27886176109314
-102618.09624024574,0.1,3893.5787956542968,8.455389738082886
-106246.33915629533,0.1,3347.70153515625,8.311773777008057
-79308.58400394615,0.1,2710.1238701171874,8.36463212966919
-170220.94612382934,0.1,2455.590380493164,8.234979391098022
-166635.33789366746,0.1,2633.2041784667967,8.41749095916748
-112431.76046173878,0.1,2660.452220703125,8.351666927337646
-158553.6650930529,0.1,2744.2152543945313,8.272877931594849
